EFF_DATE,SITE_NO,SITE_TYPE_CODE,FACILITY_TYPE,STATE_CODE,FACILITY_ID,CITY,COUNTRY_CODE,ICAO_ID,FACILITY_NAME,REGION_CODE,TWR_OPERATOR_CODE,TWR_CALL,TWR_HRS,PRIMARY_APCH_RADIO_CALL,APCH_P_PROVIDER,APCH_P_PROV_TYPE_CD,SECONDARY_APCH_RADIO_CALL,APCH_S_PROVIDER,APCH_S_PROV_TYPE_CD,PRIMARY_DEP_RADIO_CALL,DEP_P_PROVIDER,DEP_P_PROV_TYPE_CD,SECONDARY_DEP_RADIO_CALL,DEP_S_PROVIDER,DEP_S_PROV_TYPE_CD,CTL_FAC_APCH_DEP_CALLS,APCH_DEP_OPER_CODE,CTL_PRVDING_HRS,SECONDARY_CTL_PRVDING_HRS
2025/03/20,19073.0,H,NON-ATCT,OK,HMY,LEXINGTON,US,KHMY,MULDROW AHP,ASW,,,,OKE CITY,OKC,A,,,,OKE CITY,OKC,A,,,,,,,
2025/03/20,19809.2,A,NON-ATCT,PA,HMZ,BEDFORD,US,KHMZ,BEDFORD COUNTY,AEA,,,,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,5362.0,A,NON-ATCT,IN,HNB,HUNTINGBURG,US,KHNB,HUNTINGBURG,AGL,,,,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,EVANSVILLE,EVV,A,INDIANAPOLIS ARTCC,ZID,C,,,,
2025/03/20,13083.29,A,ATCT,NV,HND,LAS VEGAS,US,KHND,HENDERSON EXEC,AWP,FCT,HENDERSON,0600-2000,LAS VEGAS,L30,T,,,,LAS VEGAS,L30,T,,,,,,,
2025/03/20,52161.0,A,ATCT-A/C,HI,HNL,HONOLULU,US,PHNL,DANIEL K INOUYE INTL,AWP,F,HONOLULU,24,HCF APPROACH,HNL,A,,,,HCF APPROACH,HNL,A,,,,HCF APPROACH,F,24,
2025/03/20,52061.0,A,NON-ATCT,HI,HNM,HANA,US,PHHN,HANA,AWP,,,,HCF CENTER,ZHN,C,,,,HCF CENTER,ZHN,C,,,,,,,
2025/03/20,6040.0,A,NON-ATCT,IA,HNR,HARLAN,US,KHNR,HARLAN MUNI,ACE,,,,OMAHA,R90,T,,,,OMAHA,R90,T,,,,,,,
2025/03/20,17002.1,A,NON-ATCT,NC,HNZ,OXFORD,US,KHNZ,HENDERSON/OXFORD,ASO,,,,RALEIGH,RDU,A,,,,RALEIGH,RDU,A,,,,,,,
2025/03/20,14621.0,A,ATCT,NM,HOB,HOBBS,US,KHOB,LEA COUNTY RGNL,ASW,FCT,HOBBS,0600-1800,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,18021.1,A,NON-ATCT,OH,HOC,HILLSBORO,US,KHOC,HIGHLAND COUNTY,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,3841.0,A,NON-ATCT,GA,HOE,HOMERVILLE,US,KHOE,HOMERVILLE,ASO,,,,VALDOSTA,VAD,A,JACKSONVILLE ARTCC,ZJX,C,VALDOSTA,VAD,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,50320.0,A,NON-ATCT,AK,HOM,HOMER,US,PAHO,HOMER,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,22702.0,A,NON-ATCT,SD,HON,HURON,US,KHON,HURON RGNL,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,7138.6,A,ATCT-A/C,KY,HOP,FORT CAMPBELL/HOPKINSVILLE,US,KHOP,CAMPBELL AAF (FORT CAMPBELL),ASO,R,CAMPBELL,24,CAMPBELL,HOP,A,,,,CAMPBELL,HOP,A,,,,CAMPBELL,R,24,
2025/03/20,1023.0,A,NON-ATCT,AR,HOT,HOT SPRINGS,US,KHOT,MEML FLD,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,24071.0,A,ATCT,TX,HOU,HOUSTON,US,KHOU,WILLIAM P HOBBY,ASW,F,HOBBY,24,HOUSTON,I90,T,,,,HOUSTON,I90,T,,,,,,,
2025/03/20,50322.0,A,NON-ATCT,AK,HPB,HOOPER BAY,US,PAHP,HOOPER BAY,AAL,,,,,,,,,,,,,,,,,,,
2025/03/20,16433.0,A,ATCT,NY,HPN,WHITE PLAINS,US,KHPN,WESTCHESTER COUNTY,AEA,F,WESTCHESTER,0600-2300,NEW YORK,N90,T,,,,NEW YORK,N90,T,,,,,,,
2025/03/20,6039.1,A,NON-ATCT,IA,HPT,HAMPTON,US,KHPT,HAMPTON MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,23412.1,A,NON-ATCT,TX,HPY,BAYTOWN,US,KHPY,BAYTOWN,ASW,,,,HOUSTON,I90,T,,,,HOUSTON,I90,T,,,,,,,
2025/03/20,6678.0,A,NON-ATCT,KS,HQG,HUGOTON,US,KHQG,HUGOTON MUNI,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,26236.0,A,NON-ATCT,WA,HQM,HOQUIAM,US,KHQM,BOWERMAN FLD,ANM,,,,SEATTLE ARTCC,ZSE,C,,,,SEATTLE ARTCC,ZSE,C,,,,,,,
2025/03/20,4055.1,A,NON-ATCT,GA,HQU,THOMSON,US,KHQU,THOMSON/MCDUFFIE COUNTY,ASO,,,,AUGUSTA,AGS,A,ATLANTA ARTCC,ZTL,C,AUGUSTA,AGS,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,24346.5,A,ATCT,TX,HQZ,MESQUITE,US,KHQZ,MESQUITE METRO,ASW,FCT,MESQUITE,0700-2100,LONE STAR,D10,T,,,,LONE STAR,D10,T,,,,,,,
2025/03/20,12384.0,A,NON-ATCT,MT,HRF,HAMILTON,US,KHRF,RAVALLI COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,19465.0,A,NON-ATCT,OR,HRI,HERMISTON,US,KHRI,HERMISTON MUNI,ANM,,,,SPOKANE,GEG,A,SEATTLE ARTCC,ZSE,C,SPOKANE,GEG,A,SEATTLE ARTCC,ZSE,C,,,,
2025/03/20,16707.1,A,NON-ATCT,NC,HRJ,ERWIN,US,KHRJ,HARNETT RGNL JETPORT,ASO,,,,FAYETTEVILLE,FAY,A,,,,FAYETTEVILLE,FAY,A,,,,,,,
2025/03/20,24012.0,A,ATCT,TX,HRL,HARLINGEN,US,KHRL,VALLEY INTL,ASW,FCT,HARLINGEN,0600-0000,VALLEY,CRP,A,,,,VALLEY,CRP,A,,,,,,,
2025/03/20,1002.0,A,NON-ATCT,AR,HRO,HARRISON,US,KHRO,BOONE COUNTY,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,50308.0,A,NON-ATCT,AK,HRR,HEALY,US,PAHV,HEALY RIVER,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,3319.5,A,ATCT,FL,HRT,MARY ESTHER,US,KHRT,HURLBURT FLD,ASO,A,HURLBURT,24,EGLIN,VPS,A,,,,EGLIN,VPS,A,,,,,,,
2025/03/20,6653.0,A,NON-ATCT,KS,HRU,HERINGTON,US,KHRU,HERINGTON RGNL,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,24042.0,A,NON-ATCT,TX,HRX,HEREFORD,US,KHRX,HEREFORD MUNI,ASW,,,,AMARILLO,AMA,A,ALBUQUERQUE ARTCC,ZAB,C,AMARILLO,AMA,A,ALBUQUERQUE ARTCC,ZAB,C,,,,
2025/03/20,11140.1,A,ATCT,MS,HSA,BAY ST LOUIS,US,KHSA,STENNIS INTL,ASO,F,STENNIS,0700-2100,GULFPORT,GPT,A,HOUSTON ARTCC,ZHU,C,GULFPORT,GPT,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,4722.0,A,NON-ATCT,IL,HSB,HARRISBURG,US,KHSB,HARRISBURG-RALEIGH,AGL,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,19134.4,A,NON-ATCT,OK,HSD,OKLAHOMA CITY,US,KHSD,SUNDANCE,ASW,,,,OKE CITY,OKC,A,,,,OKE CITY,OKC,A,,,,,,,
2025/03/20,16770.0,A,NON-ATCT,NC,HSE,HATTERAS,US,KHSE,BILLY MITCHELL,ASO,,,,CHERRY POINT,NKT,A,,,,CHERRY POINT,NKT,A,,,,,,,
2025/03/20,27879.2,A,NON-ATCT,WY,HSG,THERMOPOLIS,US,KHSG,HOT SPRINGS COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,12755.0,A,NON-ATCT,NE,HSI,HASTINGS,US,KHSI,HASTINGS MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,25830.0,A,NON-ATCT,VA,HSP,HOT SPRINGS,US,KHSP,INGALLS FLD,AEA,,,,WASHINGTON ARTCC,ZDC,C,,,,WASHINGTON ARTCC,ZDC,C,,,,,,,
2025/03/20,22697.0,A,NON-ATCT,SD,HSR,HOT SPRINGS,US,KHSR,HOT SPRINGS MUNI,AGL,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,3242.0,A,ATCT-A/C,FL,HST,HOMESTEAD,US,KHST,HOMESTEAD ARB,ASO,A,HOMESTEAD,24,HOMESTEAD,HST,A,MIAMI,MIA,A,HOMESTEAD,HST,A,MIAMI,MIA,A,HOMESTEAD,A,0700-2300,2300-0700
2025/03/20,385.1,A,ATCT-TRACON,AL,HSV,HUNTSVILLE,US,KHSV,HUNTSVILLE INTL-CARL T JONES FLD,ASO,F,HUNTSVILLE,0600-0000,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,HUNTSVILLE,F,0600-0000,0000-0600
2025/03/20,15437.0,A,NON-ATCT,NY,HTF,HORNELL,US,KHTF,HORNELL MUNI,AEA,,,,CLEVELAND ARTCC,ZOB,C,,,,CLEVELAND ARTCC,ZOB,C,,,,,,,
2025/03/20,13072.0,A,NON-ATCT,NV,HTH,HAWTHORNE,US,KHTH,HAWTHORNE INDUSTRIAL,AWP,,,,OAKLAND ARTCC,ZOA,C,,,,OAKLAND ARTCC,ZOA,C,,,,,,,
2025/03/20,9937.0,A,NON-ATCT,MI,HTL,HOUGHTON LAKE,US,KHTL,ROSCOMMON COUNTY/BLODGETT MEML,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,26693.0,A,ATCT-TRACON,WV,HTS,HUNTINGTON,US,KHTS,TRI-STATE/MILTON J FERGUSON FLD,AEA,F,HUNTINGTON,24,HUNTINGTON,HTS,A,,,,HUNTINGTON,HTS,A,,,,HUNTINGTON,F,24,
2025/03/20,492.5,A,ATCT,AL,HUA,REDSTONE ARSNL HUNTSVILLE,US,KHUA,REDSTONE AAF,ASO,R,REDSTONE,OPR 1330-2130Z++  MON-FRI EXC HOLS.,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,HUNTSVILLE,HSV,A,MEMPHIS ARTCC,ZME,C,,,,
2025/03/20,5689.0,A,ATCT-TRACON,IN,HUF,TERRE HAUTE,US,KHUF,TERRE HAUTE RGNL,AGL,F,HULMAN,24,HULMAN,HUF,A,,,,HULMAN,HUF,A,,,,HULMAN,F,24,
2025/03/20,8038.0,A,NON-ATCT,ME,HUL,HOULTON,US,KHUL,HOULTON INTL,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,7556.0,A,ATCT,LA,HUM,HOUMA,US,KHUM,HOUMA-TERREBONNE,ASW,FCT,HOUMA,0600-1900,NEW ORLEANS,MSY,A,,,,NEW ORLEANS,MSY,A,,,,,,,
2025/03/20,50328.0,A,NON-ATCT,AK,HUS,HUGHES,US,PAHU,HUGHES,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,6685.0,A,ATCT,KS,HUT,HUTCHINSON,US,KHUT,HUTCHINSON RGNL,ACE,FCT,HUTCHINSON,0600-2200,WICHITA,ICT,A,,,,WICHITA,ICT,A,,,,,,,
2025/03/20,7198.0,A,NON-ATCT,KY,HVC,HOPKINSVILLE,US,KHVC,HOPKINSVILLE-CHRISTIAN COUNTY,ASO,,,,CAMPBELL,HOP,A,,,,CAMPBELL,HOP,A,,,,,,,
2025/03/20,2858.0,A,ATCT,CT,HVN,NEW HAVEN,US,KHVN,TWEED/NEW HAVEN,ANE,FCT,NEW HAVEN,0600-2200,NEW YORK,N90,T,,,,NEW YORK,N90,T,,,,,,,
2025/03/20,12399.0,A,NON-ATCT,MT,HVR,HAVRE,US,KHVR,HAVRE CITY-COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,22324.1,A,NON-ATCT,SC,HVS,HARTSVILLE,US,KHVS,HARTSVILLE RGNL,ASO,,,,SHAW,SSC,A,JACKSONVILLE ARTCC,ZJX,C,SHAW,SSC,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,1651.0,A,ATCT,CA,HWD,HAYWARD,US,KHWD,HAYWARD EXEC,AWP,F,HAYWARD,0700-2100,NORCAL,NCT,T,,,,NORCAL,NCT,T,,,,,,,
2025/03/20,3236.0,A,ATCT,FL,HWO,HOLLYWOOD,US,KHWO,NORTH PERRY,ASO,FCT,NORTH PERRY,0700-2100,MIAMI,MIA,A,,,,MIAMI,MIA,A,,,,,,,
2025/03/20,12393.0,A,NON-ATCT,MT,HWQ,HARLOWTON,US,KHWQ,WHEATLAND COUNTY AT HARLOWTON,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,16179.0,A,NON-ATCT,NY,HWV,SHIRLEY,US,KHWV,BROOKHAVEN,AEA,,,,NEW YORK,N90,T,,,,NEW YORK,N90,T,,,,,,,
2025/03/20,26049.2,A,NON-ATCT,VA,HWY,WARRENTON,US,KHWY,WARRENTON/FAUQUIER,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,22328.51,A,ATCT,SC,HXD,HILTON HEAD ISLAND,US,KHXD,HILTON HEAD,ASO,FCT,HILTON HEAD,0700-2100,SAVANNAH,SAV,A,JACKSONVILLE ARTCC,ZJX,C,SAVANNAH,SAV,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,27248.0,A,NON-ATCT,WI,HXF,HARTFORD,US,KHXF,HARTFORD MUNI,AGL,,,,MILWAUKEE,MKE,A,,,,MILWAUKEE,MKE,A,,,,,,,
2025/03/20,8995.0,A,ATCT,MA,HYA,HYANNIS,US,KHYA,CAPE COD GATEWAY,ANE,FCT,HYANNIS,0600-2200,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,23369.39,A,ATCT,TX,HYI,AUSTIN,US,KHYI,SAN MARCOS RGNL,ASW,FCT,SAN MARCOS,0700-2100 EFF 01 APR 2021,AUSTIN,AUS,A,,,,AUSTIN,AUS,A,,,,,,,
2025/03/20,27254.0,A,NON-ATCT,WI,HYR,HAYWARD,US,KHYR,SAWYER COUNTY,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,6650.1,A,NON-ATCT,KS,HYS,HAYS,US,KHYS,HAYS RGNL,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,22224.2,A,NON-ATCT,SC,HYW,CONWAY,US,KHYW,CONWAY-HORRY COUNTY,ASO,,,,MYRTLE BEACH,MYR,A,JACKSONVILLE ARTCC,ZJX,C,MYRTLE BEACH,MYR,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,10298.0,A,NON-ATCT,MI,HYX,SAGINAW,US,KHYX,SAGINAW COUNTY/H W BROWNE,AGL,,,,GREAT LAKES,AZO,A,CLEVELAND ARTCC,ZOB,C,GREAT LAKES,AZO,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,23014.0,A,NON-ATCT,TN,HZD,HUNTINGDON,US,KHZD,CARROLL COUNTY,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,17357.1,A,NON-ATCT,ND,HZE,HAZEN,US,KHZE,MERCER COUNTY RGNL,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,20527.0,A,NON-ATCT,PA,HZL,HAZLETON,US,KHZL,HAZLETON RGNL,AEA,,,,WILKES-BARRE,AVP,A,,,,WILKES-BARRE,AVP,A,,,,,,,
2025/03/20,7678.0,A,NON-ATCT,LA,HZR,NEW ROADS,US,KHZR,FALSE RIVER RGNL,ASW,,,,BATON ROUGE,BTR,A,HOUSTON ARTCC,ZHU,C,BATON ROUGE,BTR,A,HOUSTON ARTCC,ZHU,C,,,,
2025/03/20,10818.5,A,NON-ATCT,MN,HZX,MC GREGOR,US,KHZX,ISEDOR IVERSON,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,17554.1,A,NON-ATCT,OH,HZY,ASHTABULA,US,KHZY,NORTHEAST OHIO RGNL,AGL,,,,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,17666.51,A,NON-ATCT,OH,I10,CALDWELL,US,,NOBLE COUNTY,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,26846.0,A,NON-ATCT,WV,I16,PINEVILLE,US,,KEE FLD,AEA,,,,CHARLESTON,CRW,A,,,,CHARLESTON,CRW,A,,,,,,,
2025/03/20,18394.0,A,NON-ATCT,OH,I17,PIQUA,US,,PIQUA/HARTZELL FLD,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,26860.0,A,NON-ATCT,WV,I18,RAVENSWOOD,US,,JACKSON COUNTY,AEA,,,,HUNTINGTON,HTS,A,,,,HUNTINGTON,HTS,A,,,,,,,
2025/03/20,5774.0,A,NON-ATCT,IN,I22,WINCHESTER,US,,RANDOLPH COUNTY,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,18642.2,A,NON-ATCT,OH,I23,WASHINGTON COURT HOUSE,US,,FAYETTE COUNTY,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,5319.0,A,NON-ATCT,IN,I34,GREENSBURG,US,,GREENSBURG MUNI,AGL,,,,INDIANAPOLIS,IND,A,,,,INDIANAPOLIS,IND,A,,,,,,,
2025/03/20,7183.1,A,NON-ATCT,KY,I35,HARLAN,US,,TUCKER-GUTHRIE MEML,ASO,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,17803.11,A,NON-ATCT,OH,I40,COSHOCTON,US,,RICHARD DOWNING,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,17819.0,A,NON-ATCT,OH,I44,DAYTON,US,,DAHIO TROTWOOD,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,18584.0,A,NON-ATCT,OH,I54,TREMONT CITY,US,,MAD RIVER AIRPARK,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,4890.21,A,NON-ATCT,IL,I63,MOUNT STERLING,US,,MOUNT STERLING MUNI,AGL,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,18717.01,A,NON-ATCT,OH,I66,WILMINGTON,US,,CLINTON FLD,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,18009.0,A,NON-ATCT,OH,I67,HARRISON,US,,CINCINNATI WEST,AGL,,,,CINCINNATI,CVG,A,,,,CINCINNATI,CVG,A,,,,,,,
2025/03/20,18076.1,A,NON-ATCT,OH,I68,LEBANON,US,,WARREN COUNTY/JOHN LANE FLD,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,17574.0,A,NON-ATCT,OH,I69,BATAVIA,US,,CLERMONT COUNTY,AGL,,,,CINCINNATI,CVG,A,,,,CINCINNATI,CVG,A,,,,,,,
2025/03/20,17823.0,A,NON-ATCT,OH,I73,DAYTON,US,,MORAINE AIR PARK,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,18603.0,A,NON-ATCT,OH,I74,URBANA,US,,GRIMES FLD,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,6254.21,A,NON-ATCT,IA,I75,OSCEOLA,US,,OSCEOLA MUNI,ACE,,,,DES MOINES,DSM,A,,,,DES MOINES,DSM,A,,,,,,,
2025/03/20,5574.01,A,NON-ATCT,IN,I76,PERU,US,,PERU MUNI,AGL,,,,GRISSOM,GUS,A,CHICAGO ARTCC,APCH/S CALL IS CHICAGO ARTCC,S,GRISSOM,GUS,A,CHICAGO ARTCC,DEP/S CALL IS CHICAGO ARTCC,S,,,,
2025/03/20,18291.0,A,NON-ATCT,OH,I86,NEW LEXINGTON,US,,ED NEWLON FLD,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,,,TRACON,TX,I90,HOUSTON,US,,HOUSTON TRACON,ASW,,,,,,,,,,,,,,,,HOUSTON,F,24,
2025/03/20,7182.5,A,NON-ATCT,KY,I93,HARDINSBURG,US,,BRECKINRIDGE COUNTY,ASO,,,,LOUISVILLE,SDF,A,,,,LOUISVILLE,SDF,A,,,,,,,
2025/03/20,18065.1,A,NON-ATCT,OH,I95,KENTON,US,,HARDIN COUNTY,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,5087.3,A,NON-ATCT,IN,I99,ALEXANDRIA,US,,ALEXANDRIA,AGL,,,,INDIANAPOLIS,IND,A,,,,INDIANAPOLIS,IND,A,,,,,,,
2025/03/20,5943.22,H,NON-ATCT,IA,IA04,DECORAH,US,,WINNESHIEK MEDICAL CENTER,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,6219.01,H,NON-ATCT,IA,IA50,NEW HAMPTON,US,,MERCYONE NEW HAMPTON MEDICAL CENTER,ACE,,,,WATERLOO,ALO,A,MINNEAPOLIS ARTCC,"ARTCC ZMP (MINNEAPOLIS, MN)",S,WATERLOO,ALO,A,MINNEAPOLIS ARTCC,"ARTCC ZMP (MINNEAPOLIS, MN)",S,,,,
2025/03/20,6979.0,A,ATCT,KS,IAB,WICHITA,US,KIAB,MC CONNELL AFB,ACE,A,MC CONNELL,24,WICHITA,ICT,A,,,,WICHITA,ICT,A,,,,,,,
2025/03/20,3002.0,A,ATCT,DC,IAD,WASHINGTON,US,KIAD,WASHINGTON DULLES INTL,AEA,F,DULLES,24,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,15800.0,A,ATCT,NY,IAG,NIAGARA FALLS,US,KIAG,NIAGARA FALLS INTL,AEA,FCT,NIAGARA,0700-2300,BUFFALO,BUF,A,,,,BUFFALO,BUF,A,,,,,,,
2025/03/20,24071.1,A,ATCT,TX,IAH,HOUSTON,US,KIAH,GEORGE BUSH INTCNTL/HOUSTON,ASW,F,HOUSTON,24,HOUSTON,I90,T,,,,HOUSTON,I90,T,,,,,,,
2025/03/20,50412.9,A,NON-ATCT,AK,IAN,KIANA,US,PAIK,BOB BAKER MEML,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,12785.2,A,NON-ATCT,NE,IBM,KIMBALL,US,KIBM,KIMBALL MUNI/ROBERT E ARRAJ FLD,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,5903.0,A,NON-ATCT,IA,ICL,CLARINDA,US,KICL,SCHENCK FLD,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,22837.0,A,NON-ATCT,SD,ICR,WINNER,US,KICR,WINNER RGNL,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,6975.4,A,ATCT-TRACON,KS,ICT,WICHITA,US,KICT,WICHITA DWIGHT D EISENHOWER NTL,ACE,F,WICHITA,24,WICHITA,ICT,A,,,,WICHITA,ICT,A,,,,WICHITA,F,24,
2025/03/20,4209.0,A,ATCT,ID,IDA,IDAHO FALLS,US,KIDA,IDAHO FALLS RGNL,ANM,F,IDAHO FALLS,0700-2000,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,20599.0,A,NON-ATCT,PA,IDI,INDIANA,US,KIDI,INDIANA COUNTY/JIMMY STEWART FLD,AEA,,,,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,JOHNSTOWN,JST,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,11274.0,A,NON-ATCT,MS,IDL,INDIANOLA,US,KIDL,INDIANOLA MUNI,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,6690.0,A,NON-ATCT,KS,IDP,INDEPENDENCE,US,KIDP,INDEPENDENCE MUNI,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,22764.0,A,NON-ATCT,SD,IEN,PINE RIDGE,US,KIEN,PINE RIDGE,AGL,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,7667.0,A,NON-ATCT,LA,IER,NATCHITOCHES,US,KIER,NATCHITOCHES RGNL,ASW,,,,POLK,POE,A,,,,POLK,POE,A,,,,,,,
