EFF_DATE,ASOS_AWOS_ID,ASOS_AWOS_TYPE,STATE_CODE,CITY,COUNTRY_CODE,COMMISSIONED_DATE,NAVAID_FLAG,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,ELEV,SURVEY_METHOD_CODE,PHONE_NO,SECOND_PHONE_NO,SITE_NO,SITE_TYPE_CODE,REMARK
2025/03/20,HDO,ASOS,TX,HONDO,US,1996/07/17,N,29.0,21.0,32.87,N,29.35913055,99.0,10.0,38.97,W,-99.17749166,930.1,E,830-426-3060,,24062.0,A,
2025/03/20,HEF,AWOS-3PT,DC,WASHINGTON,US,1991/03/07,N,38.0,43.0,26.4402,N,38.72401116,77.0,31.0,2.8122,W,-77.51744783,173.8,S,703-361-6160,,3003.0,A,
2025/03/20,HEG,AWOS-3,FL,JACKSONVILLE,US,1996/12/19,N,30.0,16.0,40.0,N,30.27777777,81.0,48.0,21.4,W,-81.80594444,85.9,E,904-695-0334,,3250.0,A,
2025/03/20,HEI,ASOS,ND,HETTINGER,US,1996/03/12,N,46.0,0.0,53.6,N,46.01488888,102.0,39.0,21.6,W,-102.656,2705.8,S,701-567-4594,,17360.0,A,
2025/03/20,HEQ,AWOS-3,CO,HOLYOKE,US,,N,40.0,34.0,17.527,N,40.57153527,102.0,16.0,36.3165,W,-102.27675458,3722.0,S,970-854-3679,,2638.9,A,
2025/03/20,HEZ,AWOS-3PT,MS,NATCHEZ,US,1990/05/22,N,31.0,36.0,57.1224,N,31.61586733,91.0,17.0,50.0968,W,-91.29724911,265.5,S,601-446-8022,,11358.0,A,
2025/03/20,HFD,ASOS,CT,HARTFORD,US,1997/05/28,N,41.0,44.0,6.72,N,41.7352,72.0,39.0,4.14,W,-72.65115,18.3,S,860-527-5837,,2827.0,A,
2025/03/20,HFF,ASOS,NC,CAMP MACKALL,US,,N,35.0,2.0,32.52,N,35.04236666,79.0,29.0,50.23,W,-79.49728611,344.2,E,910-396-7804,,16585.0,A,
2025/03/20,HFJ,AWOS-3,MO,MONETT,US,1995/07/14,N,36.0,54.0,22.375,N,36.90621527,94.0,0.0,45.93,W,-94.01275833,1314.0,,417-476-2613,,11933.1,A,
2025/03/20,HFY,AWOS-3P,IN,INDIANAPOLIS,US,,N,39.0,37.0,40.0,N,39.62777777,86.0,5.0,16.9,W,-86.08802777,822.1,E,317-882-5862,,5370.0,A,
2025/03/20,HGR,ASOS,MD,HAGERSTOWN,US,1990/12/18,N,39.0,42.0,30.6,N,39.7085,77.0,43.0,35.4,W,-77.7265,703.1,S,301-745-3497,,8569.0,A,
2025/03/20,HHF,AWOS-3,TX,CANADIAN,US,,N,35.0,53.0,42.4,N,35.89511111,100.0,24.0,14.0,W,-100.40388888,2396.4,E,806-323-8497,,23545.0,A,
2025/03/20,HHG,AWOS-3PT,IN,HUNTINGTON,US,,N,40.0,51.0,10.5,N,40.85291666,85.0,27.0,25.4,W,-85.45705555,805.7,E,260-454-1927,,5365.0,A,
2025/03/20,HHR,ASOS,CA,HAWTHORNE,US,,N,33.0,55.0,24.82,N,33.92356111,118.0,19.0,58.44,W,-118.3329,63.0,E,310-973-8930,,1647.0,A,
2025/03/20,HHV,AWOS-3,TX,ALAMINOS CANYON 25,US,2011/06/13,N,26.0,56.0,21.0,N,26.93916666,94.0,41.0,19.0,W,-94.68861111,128.0,E,713-431-9699,,,,STAND-ALONE FACILITY LCTD IN THE GULF OF MEXICO NOT ASSOCIATED WITH AN AIRPORT OR NAVAID.
2025/03/20,HHW,AWOS-3,OK,HUGO,US,,N,34.0,1.0,53.0239,N,34.03139552,95.0,32.0,23.19,W,-95.539775,581.8,S,580-326-2134,,19034.0,A,
2025/03/20,HIB,ASOS,MN,HIBBING,US,2000/08/24,N,47.0,23.0,11.67,N,47.386575,92.0,50.0,20.321,W,-92.83897805,1353.7,E,218-263-8384,,10737.0,A,
2025/03/20,HIE,ASOS,NH,WHITEFIELD,US,1994/01/06,N,44.0,22.0,3.2,N,44.36755555,71.0,32.0,44.9,W,-71.54580555,1072.0,S,603-837-2769,,13452.0,A,
2025/03/20,HII,AWOS-3,AZ,LAKE HAVASU CITY,US,1991/08/05,N,34.0,33.0,57.2973,N,34.56591591,114.0,21.0,8.0432,W,-114.35223422,791.2,S,928-764-2309,,717.76,A,
2025/03/20,HIO,ASOS,OR,PORTLAND,US,,N,45.0,32.0,51.44,N,45.54762222,122.0,57.0,20.59,W,-122.95571944,196.0,E,503-615-4314,,19571.5,A,
2025/03/20,HJH,AWOS-3,NE,HEBRON,US,,N,40.0,8.0,57.54,N,40.14931666,97.0,35.0,13.87,W,-97.58718611,1505.0,S,402-768-2501,,12761.0,A,
2025/03/20,HJO,ASOS,CA,HANFORD,US,1998/02/13,N,36.0,18.0,41.23,N,36.31145277,119.0,37.0,23.44,W,-119.62317777,239.5,E,559-585-8076,,1641.0,A,
2025/03/20,HKA,ASOS,AR,BLYTHEVILLE,US,,N,35.0,56.0,17.0,N,35.93805555,89.0,49.0,55.0,W,-89.83194444,255.0,,870-763-8206,,901.1,A,
2025/03/20,HKS,ASOS,MS,JACKSON,US,2000/07/20,N,32.0,20.0,5.2,N,32.33477777,90.0,13.0,21.1,W,-90.22252777,341.3,S,601-354-4037,,11282.0,A,
2025/03/20,HKY,ASOS,NC,HICKORY,US,1997/09/10,N,35.0,44.0,31.327,N,35.74203527,81.0,22.0,56.0526,W,-81.38223683,1169.7,S,828-322-2996,,16793.0,A,
2025/03/20,HLA,AWOS-3P,AK,HUSLIA,US,,N,65.0,41.0,52.3,N,65.69786111,156.0,21.0,5.0,W,-156.35138888,219.7,,907-829-2282,,50330.1,A,
2025/03/20,HLB,AWOS-3,IN,BATESVILLE,US,2017/03/02,N,39.0,20.0,46.66,N,39.34629444,85.0,15.0,36.716,W,-85.26019888,974.0,E,812-933-0108,,5108.1,A,
2025/03/20,HLC,ASOS,KS,HILL CITY,US,1996/12/19,N,39.0,22.0,26.8724,N,39.37413122,99.0,49.0,47.5656,W,-99.82987933,2187.9,S,785-421-3471,,6659.3,A,
2025/03/20,HLG,ASOS,WV,WHEELING,US,1998/04/17,N,40.0,10.0,30.0,N,40.175,80.0,38.0,46.6,W,-80.64627777,1194.4,S,304-277-3504,,26948.0,A,
2025/03/20,HLN,ASOS,MT,HELENA,US,1994/10/25,N,46.0,36.0,16.1266,N,46.60447961,111.0,59.0,21.0147,W,-111.98917075,3864.2,S,406-443-4317,,12402.0,A,
2025/03/20,HLX,AWOS-3,VA,GALAX HILLSVILLE,US,1992/02/25,N,36.0,45.0,49.8614,N,36.76385038,80.0,49.0,16.0013,W,-80.82111147,2724.4,S,276-728-5897,,25794.1,A,
2025/03/20,HLZ,AWOS-3,CA,LOMPOC,US,2017/05/19,N,34.0,28.0,6.0,N,34.46833333,120.0,40.0,51.0,W,-120.68083333,149.0,E,,,,,STAND-ALONE FACILITY LOCATED IN THE PACIFIC OCEAN NOT ASSOCIATED WITH AN AIRPORT OR NAVAID.
2025/03/20,HMP,AWOS-3,GA,ATLANTA,US,,N,33.0,23.0,29.6257,N,33.39156269,84.0,19.0,52.4186,W,-84.33122738,861.9,S,770-707-1719,,3825.52,A,
2025/03/20,HMT,AWOS-3PT,CA,HEMET,US,1998/06/16,N,33.0,43.0,49.16,N,33.73032222,117.0,1.0,38.06,W,-117.02723888,1502.0,E,951-925-6886,,1654.0,A,
2025/03/20,HMZ,AWOS-3,PA,BEDFORD,US,1997/01/09,N,40.0,5.0,10.6743,N,40.08629841,78.0,31.0,0.271,W,-78.51674194,1149.1,S,814-623-2936,,19809.2,A,
2025/03/20,HNB,AWOS-3PT,IN,HUNTINGBURG,US,1993/08/10,N,38.0,15.0,1.7039,N,38.2504733,86.0,56.0,50.132,W,-86.94725888,525.5,S,812-683-4003,,5362.0,A,
2025/03/20,HND,AWOS-3PT,NV,LAS VEGAS,US,2014/12/10,N,35.0,57.0,56.7249,N,35.96575691,115.0,8.0,3.5512,W,-115.13431977,2480.7,S,702-614-4537,,13083.29,A,(COMM_DECOMM_DATE) AUTOMATED WEATHER SENSOR SYSTEM (AWSS); (ASOS_AWOS_TYPE) INCLUDES TYPE Z - FREEZING RAIN SENSOR
2025/03/20,HNH,AWOS-3P,AK,HOONAH,US,2005/07/27,N,58.0,5.0,45.929,N,58.09609138,135.0,24.0,34.911,W,-135.4096975,21.5,E,907-945-3687,,50321.01,A,(COMM_DECOMM_DATE) AWSS
2025/03/20,HNL,ASOS,HI,HONOLULU,US,1998/03/18,N,21.0,18.0,54.1371,N,21.31503808,157.0,55.0,26.1814,W,-157.92393927,4.9,S,808-836-0449,,52161.0,A,
2025/03/20,HNM,AWOS-3PT,HI,HANA,US,,N,20.0,47.0,44.2938,N,20.79563716,156.0,0.0,51.9764,W,-156.01443788,77.5,E,808-248-4864,,52061.0,A,
2025/03/20,HNR,AWOS-3,IA,HARLAN,US,,N,41.0,35.0,0.2319,N,41.58339775,95.0,20.0,7.5353,W,-95.33542647,1197.0,,712-744-4400,,6040.0,A,
2025/03/20,HNS,ASOS,AK,HAINES,US,,N,59.0,14.0,37.785,N,59.24382916,135.0,31.0,24.735,W,-135.5235375,15.3,E,907-766-2519,,50296.0,A,
2025/03/20,HNZ,AWOS-3,NC,OXFORD,US,,N,36.0,21.0,48.7043,N,36.36352897,78.0,31.0,43.9731,W,-78.52888141,516.8,S,919-693-9516,,17002.1,A,
2025/03/20,HOB,AWOS-3,NM,HOBBS,US,2006/07/19,N,32.0,41.0,14.458,N,32.68734944,103.0,13.0,3.103,W,-103.21752861,3660.7,E,575-393-8418,,14621.0,A,
2025/03/20,HOC,AWOS-3,OH,HILLSBORO,US,2002/04/26,N,39.0,11.0,19.5408,N,39.18876133,83.0,32.0,19.6495,W,-83.53879152,977.3,E,937-393-9038,,18021.1,A,
2025/03/20,HOE,AWOS-3,GA,HOMERVILLE,US,2006/12/21,N,31.0,3.0,22.13,N,31.05614722,82.0,46.0,21.434,W,-82.77262055,,,912-487-1253,,3841.0,A,
2025/03/20,HOM,ASOS,AK,HOMER,US,1997/12/18,N,59.0,38.0,44.0,N,59.64555555,151.0,28.0,35.7,W,-151.47658333,84.2,S,907-235-3603,,50320.0,A,
2025/03/20,HON,ASOS,SD,HURON,US,1996/12/13,N,44.0,23.0,6.7,N,44.38519444,98.0,13.0,42.8,W,-98.22855555,1288.7,,605-215-0039,,22702.0,A,
2025/03/20,HOT,ASOS,AR,HOT SPRINGS,US,,N,34.0,28.0,40.922,N,34.47803388,93.0,5.0,46.35,W,-93.09620833,540.3,E,501-624-7633,,1023.0,A,
2025/03/20,HOU,ASOS,TX,HOUSTON,US,,N,29.0,38.0,43.507,N,29.64541861,95.0,16.0,44.0,W,-95.27888888,46.3,,713-847-1462,,24071.0,A,
2025/03/20,HPB,AWOS-3P,AK,HOOPER BAY,US,1990/08/23,N,61.0,31.0,9.1227,N,61.51920075,166.0,8.0,16.9398,W,-166.13803883,24.7,S,907-758-4211,,50322.0,A,
2025/03/20,HPN,ASOS,NY,WHITE PLAINS,US,2001/01/24,N,41.0,3.0,44.4567,N,41.06234908,73.0,42.0,16.3363,W,-73.70453786,374.9,S,914-288-0216,,16433.0,A,
2025/03/20,HPT,AWOS-3,IA,HAMPTON,US,2009/12/17,N,42.0,43.0,25.405,N,42.72372361,93.0,13.0,34.826,W,-93.22634055,1258.0,E,641-456-4055,,6039.1,A,
2025/03/20,HQG,AWOS-3PT,KS,HUGOTON,US,,N,37.0,9.0,52.8809,N,37.16468913,101.0,22.0,17.0029,W,-101.37138969,3131.8,S,620-544-4000,,6678.0,A,
2025/03/20,HQM,ASOS,WA,HOQUIAM,US,,N,46.0,58.0,16.3,N,46.97119444,123.0,56.0,11.6,W,-123.93655555,17.8,S,360-538-7021,,26236.0,A,
2025/03/20,HQU,AWOS-3,GA,THOMSON,US,1998/10/21,N,33.0,31.0,40.3629,N,33.52787858,82.0,31.0,4.8543,W,-82.51801508,456.6,S,706-597-9801,,4055.1,A,
2025/03/20,HQZ,AWOS-3,TX,MESQUITE,US,,N,32.0,44.0,49.066,N,32.74696277,96.0,31.0,49.502,W,-96.53041722,446.5,S,972-222-7631,,24346.5,A,
2025/03/20,HRF,AWOS-3P,MT,HAMILTON,US,2008/03/07,N,46.0,15.0,27.1753,N,46.25754869,114.0,7.0,38.6283,W,-114.12739675,3598.8,,406-375-9149,,12384.0,A,(PHONE_NO) PRESS *3
2025/03/20,HRI,ASOS,OR,HERMISTON,US,1998/03/24,N,45.0,49.0,42.0,N,45.82833333,119.0,15.0,33.0,W,-119.25916666,640.0,,541-567-8580,,19465.0,A,
2025/03/20,HRJ,AWOS-3,NC,ERWIN,US,1997/11/28,N,35.0,22.0,46.0423,N,35.37945619,78.0,44.0,8.2461,W,-78.73562391,196.0,S,910-814-3946,,16707.1,A,
2025/03/20,HRL,ASOS,TX,HARLINGEN,US,1996/12/05,N,26.0,13.0,49.17,N,26.230325,97.0,39.0,20.3,W,-97.65563888,36.6,S,956-428-7297,,24012.0,A,
2025/03/20,HRO,ASOS,AR,HARRISON,US,,N,36.0,15.0,41.474,N,36.26152055,93.0,9.0,17.024,W,-93.15472888,1364.5,E,870-365-8550,,1002.0,A,
2025/03/20,HRX,AWOS-3,TX,HEREFORD,US,2007/01/25,N,34.0,51.0,45.972,N,34.86277,102.0,19.0,11.89,W,-102.31996944,3785.1,S,806-258-7283,,24042.0,A,
2025/03/20,HSA,AWOS-3PT,MS,BAY ST LOUIS,US,,N,30.0,22.0,35.2555,N,30.37645986,89.0,27.0,19.6016,W,-89.45544488,18.1,S,228-466-9320,,11140.1,A,
2025/03/20,HSB,AWOS-3PT,IL,HARRISBURG,US,,N,37.0,48.0,40.522,N,37.81125611,88.0,33.0,0.9347,W,-88.55025963,398.0,S,618-253-3010,,4722.0,A,
2025/03/20,HSD,AWOS-3,OK,OKLAHOMA CITY,US,2015/08/10,N,35.0,36.0,6.4,N,35.60177777,97.0,42.0,33.26,W,-97.70923888,1178.0,S,405-283-9848,,19134.4,A,
2025/03/20,HSE,ASOS,NC,HATTERAS,US,1995/07/01,N,35.0,13.0,58.0,N,35.23277777,75.0,37.0,4.0,W,-75.61777777,,,252-995-3646,,16770.0,A,
2025/03/20,HSG,AWOS-3PT,WY,THERMOPOLIS,US,,N,43.0,43.0,3.9742,N,43.71777061,108.0,23.0,6.2341,W,-108.38506502,4903.4,,307-867-2033,,27879.2,A,
2025/03/20,HSI,ASOS,NE,HASTINGS,US,1995/05/31,N,40.0,36.0,18.9,N,40.60525,98.0,25.0,40.4,W,-98.42788888,1961.2,S,402-463-4029,,12755.0,A,
2025/03/20,HSP,AWOS-3,VA,HOT SPRINGS,US,1983/08/19,N,37.0,57.0,11.0239,N,37.95306219,79.0,49.0,42.5489,W,-79.8284858,3761.9,S,540-839-5974,,25830.0,A,
2025/03/20,HSS,ASOS,NC,HOT SPRINGS,US,,N,,,,,,,,,,,,,,,,,
2025/03/20,HSV,ASOS,AL,HUNTSVILLE,US,1994/08/01,N,34.0,38.0,38.7186,N,34.6440885,86.0,47.0,10.1264,W,-86.78614622,623.4,S,256-772-8074,,385.1,A,
2025/03/20,HTF,AWOS-3,NY,HORNELL,US,,N,42.0,22.0,56.58,N,42.38238333,77.0,40.0,46.5708,W,-77.679603,1185.7,E,607-324-9138,,15437.0,A,
2025/03/20,HTH,AWOS-3,NV,HAWTHORNE,US,,N,38.0,32.0,41.37,N,38.544825,118.0,37.0,53.5,W,-118.63152777,4199.0,S,775-945-0727,,13072.0,A,
2025/03/20,HTL,ASOS,MI,HOUGHTON LAKE,US,1996/04/17,N,44.0,21.0,32.54,N,44.35903888,84.0,40.0,26.08,W,-84.67391111,1149.0,E,989-200-3352,,9937.0,A,
2025/03/20,HTS,ASOS,WV,HUNTINGTON,US,1996/09/05,N,38.0,21.0,55.16,N,38.36532222,82.0,33.0,17.28,W,-82.5548,825.0,E,304-453-3408,,26693.0,A,
2025/03/20,HUF,ASOS,IN,TERRE HAUTE,US,1998/02/10,N,39.0,26.0,34.4282,N,39.44289672,87.0,19.0,19.3711,W,-87.32204752,566.6,S,812-877-7010,,5689.0,A,
2025/03/20,HUG,AWOS-3,CA,SANTA BARBARA,US,2015/03/05,N,34.0,22.0,36.06,N,34.37668333,120.0,10.0,6.48,W,-120.16846666,152.0,E,805-961-4256,,,,STAND-ALONE FACILITY LOCATED IN THE PACIFIC OCEAN NOT ASSOCIATED WITH AN AIRPORT OR NAVAID.; PRIVATE OWNER: EXXON MOBIL PRODUCTION COMPANY - OFFSHORE HARMONY PLATFORM
2025/03/20,HUL,ASOS,ME,HOULTON,US,,N,46.0,7.0,6.5501,N,46.11848613,67.0,47.0,34.4575,W,-67.79290486,484.4,S,207-532-1584,,8038.0,A,
2025/03/20,HUM,AWOS-3PT,LA,HOUMA,US,,N,29.0,33.0,59.4075,N,29.56650208,90.0,39.0,37.536,W,-90.66042666,9.0,E,985-876-4055,,7556.0,A,
2025/03/20,HUT,ASOS,KS,HUTCHINSON,US,1996/07/16,N,38.0,3.0,55.8,N,38.0655,97.0,51.0,38.3,W,-97.86063888,1542.5,,620-662-1071,,6685.0,A,
2025/03/20,HVC,AWOS-3,KY,HOPKINSVILLE,US,1992/11/06,N,36.0,51.0,25.087,N,36.85696861,87.0,27.0,18.283,W,-87.45507861,563.6,E,270-886-6311,,7198.0,A,
2025/03/20,HVE,AWOS-3,UT,HANKSVILLE,US,2008/07/22,N,38.0,25.0,4.6847,N,38.41796797,110.0,42.0,14.6207,W,-110.7040613,4431.6,E,435-542-1020,,25160.0,A,
2025/03/20,HVN,ASOS,CT,NEW HAVEN,US,,N,41.0,15.0,32.3817,N,41.25899491,72.0,53.0,20.7977,W,-72.88911047,2.6,S,203-466-6205,,2858.0,A,
2025/03/20,HVR,ASOS,MT,HAVRE,US,1994/04/01,N,48.0,32.0,34.7,N,48.54297222,109.0,45.0,44.4,W,-109.76233333,2591.3,S,406-265-6638,,12399.0,A,
2025/03/20,HVS,AWOS-3,SC,HARTSVILLE,US,,N,34.0,24.0,11.1,N,34.40308333,80.0,7.0,9.2,W,-80.11922222,363.5,E,843-339-9625,,22324.1,A,
2025/03/20,HWD,ASOS,CA,HAYWARD,US,,N,37.0,39.0,31.932,N,37.65887,122.0,7.0,16.1102,W,-122.12114172,32.1,S,510-786-3052,,1651.0,A,
2025/03/20,HWO,ASOS,FL,HOLLYWOOD,US,1999/04/21,N,26.0,0.0,4.547,N,26.00126305,80.0,14.0,26.499,W,-80.24069416,8.5,E,954-983-5904,,3236.0,A,
2025/03/20,HWV,ASOS,NY,SHIRLEY,US,1999/09/29,N,40.0,49.0,16.4928,N,40.821248,72.0,52.0,2.7188,W,-72.86742188,102.3,,631-399-7095,,16179.0,A,
2025/03/20,HWY,AWOS-3,VA,WARRENTON,US,,N,38.0,35.0,15.0,N,38.5875,77.0,42.0,54.0,W,-77.715,305.0,E,540-788-4078,,26049.2,A,
2025/03/20,HXD,AWOS-3P,SC,HILTON HEAD ISLAND,US,2005/03/30,N,32.0,13.0,35.09,N,32.22641388,80.0,41.0,41.21,W,-80.69478055,18.0,,843-342-5072,,22328.51,A,
2025/03/20,HYA,ASOS,MA,HYANNIS,US,1997/02/21,N,41.0,40.0,18.8392,N,41.67189977,70.0,16.0,11.0258,W,-70.26972938,37.6,S,508-862-2601,,8995.0,A,
2025/03/20,HYG,AWOS-3P,AK,HYDABURG,US,1993/08/05,N,55.0,12.0,22.738,N,55.20631611,132.0,49.0,41.927,W,-132.82831305,,,907-285-3888,,50335.0,C,
2025/03/20,HYI,AWOS-3PT,TX,AUSTIN,US,1991/01/11,N,29.0,53.0,37.259,N,29.89368305,97.0,51.0,53.151,W,-97.86476416,594.7,S,512-353-8005,,23369.39,A,
2025/03/20,HYR,ASOS,WI,HAYWARD,US,1996/01/26,N,46.0,1.0,30.9579,N,46.02526608,91.0,26.0,39.3539,W,-91.44426497,1216.0,E,715-634-6138,,27254.0,A,
2025/03/20,HYS,AWOS-3PT,KS,HAYS,US,1990/04/06,N,38.0,50.0,31.956,N,38.84221,99.0,16.0,23.417,W,-99.27317138,1998.0,,785-625-3562,,6650.1,A,
2025/03/20,HYW,AWOS-3,SC,CONWAY,US,2008/02/20,N,33.0,49.0,32.0,N,33.82555555,79.0,7.0,33.0,W,-79.12583333,34.0,S,843-397-8046,,22224.2,A,
2025/03/20,HYX,AWOS-3PT,MI,SAGINAW,US,2002/02/28,N,43.0,25.0,54.6749,N,43.43185413,83.0,51.0,53.2837,W,-83.86480102,599.0,E,989-752-3408,,10298.0,A,
2025/03/20,HZD,AWOS-3,TN,HUNTINGDON,US,1992/05/26,N,36.0,5.0,20.22,N,36.08895,88.0,27.0,55.33,W,-88.46536944,476.0,,731-352-2854,,23014.0,A,
2025/03/20,HZE,AWOS-3PT,ND,HAZEN,US,2008/10/18,N,47.0,17.0,16.8084,N,47.28800233,101.0,34.0,37.3337,W,-101.57703713,1782.9,S,701-748-2443,,17357.1,A,
2025/03/20,HZL,AWOS-3,PA,HAZLETON,US,1994/03/28,N,40.0,59.0,3.9831,N,40.98443975,75.0,59.0,24.0706,W,-75.99001961,1575.2,,570-459-4901,,20527.0,A,
2025/03/20,HZR,AWOS-3PT,LA,NEW ROADS,US,,N,30.0,43.0,5.9,N,30.71830555,91.0,28.0,43.2,W,-91.47866666,40.0,S,225-638-3107,,7678.0,A,
2025/03/20,HZX,AWOS-3,MN,MC GREGOR,US,,N,46.0,37.0,7.67,N,46.61879722,93.0,18.0,35.32,W,-93.30981111,1228.3,E,218-768-2593,,10818.5,A,
2025/03/20,HZY,ASOS,OH,ASHTABULA,US,1998/01/28,N,41.0,46.0,48.0,N,41.78,80.0,42.0,4.0,W,-80.70111111,924.1,E,440-576-0219,,17554.1,A,
2025/03/20,I16,AWOS-3,WV,PINEVILLE,US,2004/07/07,N,37.0,36.0,1.6,N,37.60044444,81.0,33.0,33.4,W,-81.55927777,1783.0,S,304-732-7311,,26846.0,A,WND UNREL.
2025/03/20,I18,AWOS-2,WV,RAVENSWOOD,US,1989/04/13,N,38.0,55.0,47.2,N,38.92977777,81.0,49.0,10.1,W,-81.81947222,758.2,,304-273-3424,,26860.0,A,
2025/03/20,I23,AWOS-3,OH,WASHINGTON COURT HOUSE,US,1996/12/09,N,39.0,34.0,10.9231,N,39.56970086,83.0,25.0,26.0753,W,-83.4239098,978.4,S,,,18642.2,A,
2025/03/20,I35,AWOS-3,KY,HARLAN,US,2011/07/21,N,36.0,51.0,27.82,N,36.85772777,83.0,21.0,30.74,W,-83.35853888,47.0,E,606-573-9104,,7183.1,A,
2025/03/20,I40,AWOS-3,OH,COSHOCTON,US,,N,40.0,18.0,36.2876,N,40.31007988,81.0,51.0,15.9465,W,-81.85442958,996.7,S,740-295-7370,,17803.11,A,
2025/03/20,I63,AWOS-3PT,IL,MOUNT STERLING,US,2015/04/30,N,39.0,59.0,17.587,N,39.98821861,90.0,48.0,8.08,W,-90.80224444,724.0,,217-773-4082,,4890.21,A,
2025/03/20,I66,AWOS-3,OH,WILMINGTON,US,2001/03/13,N,39.0,30.0,10.8725,N,39.50302013,83.0,51.0,55.3027,W,-83.86536186,1039.8,S,937-382-1376,,18717.01,A,
2025/03/20,I67,AWOS-3PT,OH,HARRISON,US,2011/10/18,N,39.0,15.0,23.4216,N,39.256506,84.0,46.0,31.008,W,-84.77528,581.7,S,513-569-4964,,18009.0,A,
2025/03/20,I68,AWOS-3PT,OH,LEBANON,US,2023/05/26,N,39.0,27.0,58.926,N,39.46636833,84.0,15.0,11.6492,W,-84.25323588,897.9,S,513-934-5500,,18076.1,A,
2025/03/20,I69,AWOS-3,OH,BATAVIA,US,2013/03/07,N,39.0,4.0,42.2,N,39.07838888,84.0,12.0,36.8,W,-84.21022222,843.1,E,513-732-6978,,17574.0,A,
2025/03/20,I74,AWOS-3,OH,URBANA,US,,N,40.0,7.0,56.5387,N,40.13237186,83.0,45.0,14.6258,W,-83.75406272,1067.9,E,937-484-5863,,18603.0,A,
2025/03/20,I75,AWOS-3,IA,OSCEOLA,US,2008/12/11,N,41.0,3.0,7.988,N,41.05221888,93.0,41.0,22.784,W,-93.68966222,1104.0,E,641-342-1422,,6254.21,A,
2025/03/20,I93,AWOS-3PT,KY,HARDINSBURG,US,,N,37.0,47.0,0.86,N,37.78357222,86.0,26.0,34.5,W,-86.44291666,179.0,E,270-580-4012,,7182.5,A,
2025/03/20,I95,AWOS-3,OH,KENTON,US,2019/04/15,N,40.0,36.0,51.22,N,40.61422777,83.0,38.0,14.68,W,-83.63741111,1005.0,E,419-675-0781,,18065.1,A,
2025/03/20,IAD,ASOS,DC,WASHINGTON,US,1996/05/07,N,38.0,56.0,31.6146,N,38.94211516,77.0,29.0,14.2692,W,-77.487297,304.5,S,703-661-2990,,3002.0,A,
2025/03/20,IAG,ASOS,NY,NIAGARA FALLS,US,2001/09/26,N,43.0,6.0,29.9029,N,43.10830636,78.0,56.0,17.1721,W,-78.93810336,594.7,S,716-297-6984,,15800.0,A,
2025/03/20,IAH,ASOS,TX,HOUSTON,US,1996/06/03,N,29.0,59.0,3.967,N,29.98443527,95.0,20.0,29.193,W,-95.3414425,95.8,E,713-338-9561,,24071.1,A,
2025/03/20,IAN,AWOS-3P,AK,KIANA,US,,N,66.0,58.0,30.1908,N,66.975053,160.0,26.0,14.6829,W,-160.43741191,152.0,S,907-475-2004,,50412.9,A,(COMM_DECOMM_DATE) AWSS
2025/03/20,IBM,AWOS-3,NE,KIMBALL,US,,N,41.0,11.0,17.0,N,41.18805555,103.0,40.0,38.6,W,-103.67738888,4926.0,,308-235-2516,,12785.2,A,
2025/03/20,ICL,AWOS-3,IA,CLARINDA,US,1992/12/11,N,40.0,43.0,27.0534,N,40.7241815,95.0,1.0,20.1598,W,-95.02226661,979.7,,712-542-3345,,5903.0,A,
2025/03/20,ICR,ASOS,SD,WINNER,US,1997/04/14,N,43.0,23.0,20.51,N,43.38903055,99.0,50.0,35.93,W,-99.84331388,2026.0,E,605-842-3989,,22837.0,A,
2025/03/20,ICT,ASOS,KS,WICHITA,US,1992/11/02,N,37.0,38.0,59.8,N,37.64994444,97.0,25.0,59.0,W,-97.43305555,1332.5,,316-945-8022,,6975.4,A,
2025/03/20,IDA,ASOS,ID,IDAHO FALLS,US,1998/02/27,N,43.0,31.0,8.055,N,43.51890416,112.0,4.0,8.2844,W,-112.06896788,4735.5,S,208-524-4553,,4209.0,A,
2025/03/20,IDI,AWOS-3,PA,INDIANA,US,1997/10/20,N,40.0,38.0,1.3755,N,40.63371541,79.0,6.0,12.8826,W,-79.1035785,1391.9,S,724-388-0204,,20599.0,A,
2025/03/20,IDP,AWOS-3PT,KS,INDEPENDENCE,US,,N,37.0,9.0,28.5347,N,37.1579263,95.0,46.0,44.2209,W,-95.77895025,824.7,,620-331-5980,,6690.0,A,
2025/03/20,IEN,ASOS,SD,PINE RIDGE,US,1997/06/17,N,43.0,1.0,16.5854,N,43.02127372,102.0,30.0,23.7831,W,-102.50660641,3332.5,S,605-867-1584,,22764.0,A,
2025/03/20,IER,AWOS-3,LA,NATCHITOCHES,US,,N,31.0,44.0,8.592,N,31.73572,93.0,5.0,56.891,W,-93.09913638,121.0,S,318-352-1575,,7667.0,A,
2025/03/20,IFA,AWOS-3,IA,IOWA FALLS,US,,N,42.0,28.0,8.7811,N,42.46910586,93.0,15.0,54.3043,W,-93.26508452,1128.7,S,641-648-2469,,6074.0,A,
